log_area	enum_name	client_id	client_title
sandoria	A_DISCERNING_EYE	104	A Discerning Eye (San d'Oria)
sandoria	A_TIMELY_VISIT	105	A Timely Visit
sandoria	FIT_FOR_A_PRINCE	106	Fit for a Prince
sandoria	TRIAL_SIZE_TRIAL_BY_ICE	107	Trial-Size Trial by Ice
sandoria	SIGNED_IN_BLOOD	108	Signed in Blood
sandoria	TEA_WITH_A_TONBERRY	109	Tea with a Tonberry?
sandoria	SPICE_GALS	110	Spice Gals
sandoria	OVER_THE_HILLS_AND_FAR_AWAY	112	Over the Hills and Far Away
sandoria	LURE_OF_THE_WILDCAT	113	Lure of the Wildcat (San d'Oria)
sandoria	ATELLOUNES_LAMENT	114	SDクエスト114
sandoria	THICK_SHELLS	117	Thick Shells
sandoria	FOREST_FOR_THE_TREES	118	SDクエスト118
sandoria	TRUST_SANDORIA	119	SDクエスト119
bastok	THE_SIRENS_TEAR	0	The Siren's Tear
bastok	BEAUTY_AND_THE_GALKA	1	Beauty and the Galka
bastok	WELCOME_TO_BASTOK	2	Welcome to Bastok
bastok	GUEST_OF_HAUTEUR	3	Guest of Hauteur
bastok	THE_QUADAVS_CURSE	4	The Quadav's Curse
bastok	OUT_OF_ONES_SHELL	5	Out of One's Shell
bastok	HEARTS_OF_MYTHRIL	6	Hearts of Mythril
bastok	THE_ELEVENTHS_HOUR	7	The Eleventh's Hour
bastok	SHADY_BUSINESS	8	Shady Business
bastok	A_FOREMANS_BEST_FRIEND	9	A Foreman's Best Friend
bastok	BREAKING_STONES	10	Breaking Stones
bastok	THE_COLD_LIGHT_OF_DAY	11	The Cold Light of Day
bastok	GOURMET	12	Gourmet
bastok	THE_ELVAAN_GOLDSMITH	13	The Elvaan Goldsmith
bastok	A_FLASH_IN_THE_PAN	14	A Flash in the Pan
bastok	SMOKE_ON_THE_MOUNTAIN	15	Smoke on the Mountain
bastok	STAMP_HUNT	16	Stamp Hunt
bastok	FOREVER_TO_HOLD	17	Forever to Hold
bastok	TILL_DEATH_DO_US_PART	18	Till Death Do Us Part
bastok	FALLEN_COMRADES	19	Fallen Comrades
bastok	RIVALS	20	Rivals
bastok	MOM_THE_ADVENTURER	21	Mom, the Adventurer?
bastok	THE_SIGNPOST_MARKS_THE_SPOT	22	The Signpost Marks the Spot
bastok	PAST_PERFECT	23	Past Perfect
bastok	STARDUST	24	Stardust
bastok	MEAN_MACHINE	25	Mean Machine
bastok	CIDS_SECRET	26	Cid's Secret
bastok	THE_USUAL	27	The Usual
bastok	BLADE_OF_DARKNESS	28	Blade of Darkness
bastok	FATHER_FIGURE	29	Father Figure
bastok	THE_RETURN_OF_THE_ADVENTURER	30	The Return of the Adventurer
bastok	DRACHENFALL	31	Drachenfall
bastok	VENGEFUL_WRATH	32	Vengeful Wrath
bastok	BEADEAUX_SMOG	33	Beadeaux Smog
bastok	THE_CURSE_COLLECTOR	34	The Curse Collector
bastok	FEAR_OF_FLYING	35	Fear of Flying
bastok	THE_WISDOM_OF_ELDERS	36	The Wisdom of Elders
bastok	GROCERIES	37	Groceries
bastok	THE_BARE_BONES	38	The Bare Bones
bastok	MINESWEEPER	39	Minesweeper
bastok	THE_DARKSMITH	40	The Darksmith
bastok	BUCKETS_OF_GOLD	41	Buckets of Gold
bastok	THE_STARS_OF_IFRIT	42	The Stars of Ifrit
bastok	LOVE_AND_ICE	43	Love and Ice
bastok	BRYGID_THE_STYLIST	44	Brygid the Stylist
bastok	THE_GUSTABERG_TOUR	45	The Gustaberg Tour
bastok	BITE_THE_DUST	46	Bite the Dust
bastok	BLADE_OF_DEATH	47	Blade of Death
bastok	SILENCE_OF_THE_RAMS	48	Silence of the Rams
bastok	ALTANAS_SORROW	49	Altana's Sorrow
bastok	A_LADYS_HEART	50	A Lady's Heart
bastok	GHOSTS_OF_THE_PAST	51	Ghosts of the Past
bastok	THE_FIRST_MEETING	52	The First Meeting
bastok	TRUE_STRENGTH	53	True Strength
bastok	THE_DOORMAN	54	The Doorman
bastok	THE_TALEKEEPERS_TRUTH	55	The Talekeeper's Truth
bastok	THE_TALEKEEPERS_GIFT	56	The Talekeeper's Gift
bastok	DARK_LEGACY	57	Dark Legacy
bastok	DARK_PUPPET	58	Dark Puppet
bastok	BLADE_OF_EVIL	59	Blade of Evil
bastok	AYAME_AND_KAEDE	60	Ayame and Kaede
bastok	TRIAL_BY_EARTH	61	Trial by Earth
bastok	A_TEST_OF_TRUE_LOVE	62	A Test of True Love
bastok	LOVERS_IN_THE_DUSK	63	Lovers in the Dusk
bastok	WISH_UPON_A_STAR	64	Wish Upon a Star
bastok	ECO_WARRIOR	65	Eco-Warrior
bastok	THE_WEIGHT_OF_YOUR_LIMITS	66	The Weight of Your Limits
bastok	SHOOT_FIRST_ASK_QUESTIONS_LATER	67	Shoot First, Ask Questions Later
bastok	INHERITANCE	68	Inheritance
bastok	THE_WALLS_OF_YOUR_MIND	69	The Walls of Your Mind
bastok	ESCORT_FOR_HIRE	70	Escort for Hire (Bastok)
bastok	A_DISCERNING_EYE	71	A Discerning Eye (Bastok)
bastok	TRIAL_SIZE_TRIAL_BY_EARTH	72	Trial-Size Trial by Earth
bastok	FADED_PROMISES	73	Faded Promises
bastok	BRYGID_THE_STYLIST_RETURNS	74	Brygid the Stylist Returns
bastok	OUT_OF_THE_DEPTHS	75	Out of the Depths
bastok	ALL_BY_MYSELF	76	All by Myself
bastok	A_QUESTION_OF_FAITH	77	A Question of Faith
bastok	RETURN_TO_THE_DEPTHS	78	Return to the Depths
bastok	TEAK_ME_TO_THE_STARS	79	Teak Me to the Stars
bastok	HYPER_ACTIVE	80	Hyper Active
bastok	THE_NAMING_GAME	81	The Naming Game
bastok	CHIPS	82	Chips
bastok	BAIT_AND_SWITCH	83	Bait and Switch
bastok	LURE_OF_THE_WILDCAT	84	Lure of the Wildcat (Bastok)
bastok	ACHIEVING_TRUE_POWER	85	Achieving True Power
bastok	TOO_MANY_CHEFS	86	BSクエスト86
bastok	A_PROPER_BURIAL	87	BSクエスト87
bastok	FULLY_MENTAL_ALCHEMIST	88	BSクエスト88
bastok	SYNERGUSTIC_PURSUITS	89	BSクエスト89
bastok	THE_WONDROUS_WHATCHAMACALLIT	90	BSクエスト90
bastok	SYNERGISTIC_SUPPORT	91	BSクエスト91
bastok	TRUST_BASTOK	92	BSクエスト92
windurst	HAT_IN_HAND	0	Hat in Hand
windurst	A_FEATHER_IN_ONES_CAP	1	A Feather in One's Cap
windurst	A_CRISIS_IN_THE_MAKING	2	A Crisis in the Making
windurst	MAKING_AMENDS	3	Making Amends
windurst	MAKING_THE_GRADE	4	Making the Grade
windurst	IN_A_PICKLE	5	In a Pickle
windurst	WONDERING_MINSTREL	6	Wondering Minstrel
windurst	A_POSE_BY_ANY_OTHER_NAME	7	A Pose by Any Other Name
windurst	MAKING_AMENS	8	Making Amens!
windurst	THE_MOONLIT_PATH	9	The Moonlit Path
windurst	STAR_STRUCK	10	Star Struck
windurst	BLAST_FROM_THE_PAST	11	Blast from the Past
windurst	A_SMUDGE_ON_ONES_RECORD	12	A Smudge on One's Record
windurst	CHASING_TALES	13	Chasing Tales
windurst	FOOD_FOR_THOUGHT	14	Food for Thought
windurst	OVERNIGHT_DELIVERY	15	Overnight Delivery
windurst	WATER_WAY_TO_GO	16	Water Way to Go!
windurst	BLUE_RIBBON_BLUES	17	Blue Ribbon Blues
windurst	THE_ALL_NEW_C_3000	18	The All-New C-3000
windurst	THE_POSTMAN_ALWAYS_KOS_TWICE	19	The Postman Always K.O.'s Twice
windurst	EARLY_BIRD_CATCHES_THE_BOOKWORM	20	Early Bird Catches the Bookworm
windurst	CATCH_IT_IF_YOU_CAN	21	Catch It If You Can!
windurst	ALL_AT_SEA	23	All at Sea
windurst	THE_ALL_NEW_C_2000	24	The All-New C-2000
windurst	MIHGOS_AMIGO	25	Mihgo's Amigo
windurst	ROCK_RACKETEER	26	Rock Racketeer
windurst	CHOCOBILIOUS	27	Chocobilious
windurst	TEACHERS_PET	28	Teacher's Pet
windurst	REAP_WHAT_YOU_SOW	29	Reap What You Sow
windurst	GLYPH_HANGER	30	Glyph Hanger
windurst	THE_FANGED_ONE	31	The Fanged One
windurst	CURSES_FOILED_AGAIN_1	32	Curses, Foiled Again!
windurst	CURSES_FOILED_AGAIN_2	33	Curses, Foiled...Again!?
windurst	MANDRAGORA_MAD	34	Mandragora-Mad
windurst	TO_BEE_OR_NOT_TO_BEE	35	To Bee or Not to Bee?
windurst	TRUTH_JUSTICE_AND_THE_ONION_WAY	36	Truth, Justice, and the Onion Way!
windurst	MAKING_HEADLINES	37	Making Headlines
windurst	SCOOPED	38	Scooped!
windurst	CREEPY_CRAWLIES	39	Creepy Crawlies
windurst	KNOW_ONES_ONIONS	40	Know One's Onions
windurst	INSPECTORS_GADGET	41	Inspector's Gadget!
windurst	ONION_RINGS	42	Onion Rings
windurst	A_GREETING_CARDIAN	43	A Greeting Cardian
windurst	LEGENDARY_PLAN_B	44	Legendary Plan B
windurst	IN_A_STEW	45	In a Stew
windurst	LET_SLEEPING_DOGS_LIE	46	Let Sleeping Dogs Lie
windurst	CAN_CARDIANS_CRY	47	Can Cardians Cry?
windurst	WONDER_WANDS	48	Wonder Wands
windurst	HEAVEN_CENT	49	Heaven Cent
windurst	SAY_IT_WITH_FLOWERS	50	Say It with Flowers
windurst	HOIST_THE_JELLY_ROGER	51	Hoist the Jelly, Roger
windurst	SOMETHING_FISHY	52	Something Fishy
windurst	TO_CATCH_A_FALLING_STAR	53	To Catch a Falling Star
windurst	PAYING_LIP_SERVICE	60	Paying Lip Service
windurst	THE_AMAZIN_SCORPIO	61	The Amazin' Scorpio
windurst	TWINSTONE_BONDING	62	Twinstone Bonding
windurst	CURSES_FOILED_A_GOLEM	63	Curses, Foiled A-Golem!?
windurst	ACTING_IN_GOOD_FAITH	64	Acting in Good Faith
windurst	FLOWER_CHILD	65	Flower Child
windurst	THE_THREE_MAGI	66	The Three Magi
windurst	RECOLLECTIONS	67	Recollections
windurst	THE_ROOT_OF_THE_PROBLEM	68	The Root of the Problem
windurst	THE_TENSHODO_SHOWDOWN	69	The Tenshodo Showdown
windurst	AS_THICK_AS_THIEVES	70	As Thick as Thieves
windurst	HITTING_THE_MARQUISATE	71	Hitting the Marquisate
windurst	SIN_HUNTING	72	Sin Hunting
windurst	FIRE_AND_BRIMSTONE	73	Fire and Brimstone
windurst	UNBRIDLED_PASSION	74	Unbridled Passion
windurst	I_CAN_HEAR_A_RAINBOW	75	I Can Hear a Rainbow
windurst	CRYING_OVER_ONIONS	76	Crying Over Onions
windurst	WILD_CARD	77	Wild Card
windurst	THE_PROMISE	78	The Promise
windurst	NOTHING_MATTERS	79	Nothing Matters
windurst	TORAIMARAI_TURMOIL	80	Toraimarai Turmoil
windurst	THE_PUPPET_MASTER	81	The Puppet Master
windurst	CLASS_REUNION	82	Class Reunion
windurst	CARBUNCLE_DEBACLE	83	Carbuncle Debacle
windurst	ECO_WARRIOR	84	Eco-Warrior
windurst	FROM_SAPLINGS_GROW	85	From Saplings Grow
windurst	ORASTERY_WOES	86	Orastery Woes
windurst	BLOOD_AND_GLORY	87	Blood and Glory
windurst	ESCORT_FOR_HIRE	88	Escort for Hire (Windurst)
windurst	A_DISCERNING_EYE	89	A Discerning Eye (Windurst)
windurst	TUNING_IN	90	Tuning In
windurst	TUNING_OUT	91	Tuning Out
windurst	ONE_GOOD_DEED	92	One Good Deed?
windurst	WAKING_DREAMS	93	Waking Dreams
windurst	LURE_OF_THE_WILDCAT	94	Lure of the Wildcat (Windurst)
windurst	BABBAN_NY_MHEILLEA	95	Windurst Quest #95
windurst	TRUST_WINDURST	96	Windurst Quest #96
jeuno	CREST_OF_DAVOI	0	Crest of Davoi
jeuno	SAVE_MY_SISTER	1	Save My Sister
jeuno	A_CLOCK_MOST_DELICATE	2	A Clock Most Delicate
jeuno	SAVE_THE_CLOCK_TOWER	3	Save the Clock Tower
jeuno	CHOCOBOS_WOUNDS	4	Chocobo's Wounds
jeuno	SAVE_MY_SON	5	Save My Son
jeuno	A_CANDLELIGHT_VIGIL	6	A Candlelight Vigil
jeuno	THE_WONDER_MAGIC_SET	7	The Wonder Magic Set
jeuno	THE_KIND_CARDIAN	8	The Kind Cardian
jeuno	YOUR_CRYSTAL_BALL	9	Your Crystal Ball
jeuno	COLLECT_TARUT_CARDS	10	Collect Tarut Cards
jeuno	THE_OLD_MONUMENT	11	The Old Monument
jeuno	A_MINSTREL_IN_DESPAIR	12	A Minstrel in Despair
jeuno	RUBBISH_DAY	13	Rubbish Day
jeuno	NEVER_TO_RETURN	14	Never to Return
jeuno	COMMUNITY_SERVICE	15	Community Service
jeuno	COOKS_PRIDE	16	Cook's Pride
jeuno	TENSHODO_MEMBERSHIP	17	Tenshodo Membership
jeuno	THE_LOST_CARDIAN	18	The Lost Cardian
jeuno	PATH_OF_THE_BEASTMASTER	19	Path of the Beastmaster
jeuno	PATH_OF_THE_BARD	20	Path of the Bard
jeuno	THE_CLOCKMASTER	21	The Clockmaster
jeuno	CANDLE_MAKING	22	Candle-making
jeuno	CHILDS_PLAY	23	Child's Play
jeuno	NORTHWARD	24	Northward
jeuno	THE_ANTIQUE_COLLECTOR	25	The Antique Collector
jeuno	DEAL_WITH_TENSHODO	26	Deal with Tenshodo
jeuno	THE_GOBBIEBAG_PART_I	27	The Gobbiebag Part I
jeuno	THE_GOBBIEBAG_PART_II	28	The Gobbiebag Part II
jeuno	THE_GOBBIEBAG_PART_III	29	The Gobbiebag Part III
jeuno	THE_GOBBIEBAG_PART_IV	30	The Gobbiebag Part IV
jeuno	MYSTERIES_OF_BEADEAUX_I	31	Mysteries of Beadeaux I
jeuno	MYSTERIES_OF_BEADEAUX_II	32	Mysteries of Beadeaux II
jeuno	MYSTERY_OF_FIRE	33	Mystery of Fire
jeuno	MYSTERY_OF_WATER	34	Mystery of Water
jeuno	MYSTERY_OF_EARTH	35	Mystery of Earth
jeuno	MYSTERY_OF_WIND	36	Mystery of Wind
jeuno	MYSTERY_OF_ICE	37	Mystery of Ice
jeuno	MYSTERY_OF_LIGHTNING	38	Mystery of Lightning
jeuno	MYSTERY_OF_LIGHT	39	Mystery of Light
jeuno	MYSTERY_OF_DARKNESS	40	Mystery of Darkness
jeuno	FISTFUL_OF_FURY	41	Fistful of Fury
jeuno	THE_GOBLIN_TAILOR	42	The Goblin Tailor
jeuno	PRETTY_LITTLE_THINGS	43	Pretty Little Things
jeuno	BORGHERTZS_WARRING_HANDS	44	Borghertz's Warring Hands
jeuno	BORGHERTZS_STRIKING_HANDS	45	Borghertz's Striking Hands
jeuno	BORGHERTZS_HEALING_HANDS	46	Borghertz's Healing Hands
jeuno	BORGHERTZS_SORCEROUS_HANDS	47	Borghertz's Sorcerous Hands
jeuno	BORGHERTZS_VERMILLION_HANDS	48	Borghertz's Vermillion Hands
jeuno	BORGHERTZS_SNEAKY_HANDS	49	Borghertz's Sneaky Hands
jeuno	BORGHERTZS_STALWART_HANDS	50	Borghertz's Stalwart Hands
jeuno	BORGHERTZS_SHADOWY_HANDS	51	Borghertz's Shadowy Hands
jeuno	BORGHERTZS_WILD_HANDS	52	Borghertz's Wild Hands
jeuno	BORGHERTZS_HARMONIOUS_HANDS	53	Borghertz's Harmonious Hands
jeuno	BORGHERTZS_CHASING_HANDS	54	Borghertz's Chasing Hands
jeuno	BORGHERTZS_LOYAL_HANDS	55	Borghertz's Loyal Hands
jeuno	BORGHERTZS_LURKING_HANDS	56	Borghertz's Lurking Hands
jeuno	BORGHERTZS_DRAGON_HANDS	57	Borghertz's Dragon Hands
jeuno	BORGHERTZS_CALLING_HANDS	58	Borghertz's Calling Hands
jeuno	AXE_THE_COMPETITION	59	Axe the Competition
jeuno	WINGS_OF_GOLD	60	Wings of Gold
jeuno	SCATTERED_INTO_SHADOW	61	Scattered Into Shadow
jeuno	A_NEW_DAWN	62	A New Dawn
jeuno	PAINFUL_MEMORY	63	Painful Memory
jeuno	THE_REQUIEM	64	The Requiem
jeuno	THE_CIRCLE_OF_TIME	65	The Circle of Time
jeuno	SEARCHING_FOR_THE_RIGHT_WORDS	66	Searching for the Right Words
jeuno	BEAT_AROUND_THE_BUSHIN	67	Beat Around the Bushin
jeuno	DUCAL_HOSPITALITY	68	Ducal Hospitality
jeuno	IN_THE_MOOD_FOR_LOVE	69	In the Mood for Love
jeuno	EMPTY_MEMORIES	70	Empty Memories
jeuno	HOOK_LINE_AND_SINKER	71	Hook, Line, and Sinker
jeuno	A_CHOCOBOS_TALE	72	A Chocobo's Tale
jeuno	A_REPUTATION_IN_RUINS	73	A Reputation in Ruins
jeuno	THE_GOBBIEBAG_PART_V	74	The Gobbiebag Part V
jeuno	THE_GOBBIEBAG_PART_VI	75	The Gobbiebag Part VI
jeuno	BEYOND_THE_SUN	76	Beyond the Sun
jeuno	UNLISTED_QUALITIES	77	Unlisted Qualities
jeuno	GIRL_IN_THE_LOOKING_GLASS	78	Girl in the Looking Glass
jeuno	MIRROR_MIRROR	79	Mirror, Mirror
jeuno	PAST_REFLECTIONS	80	Past Reflections
jeuno	BLIGHTED_GLOOM	81	Blighted Gloom
jeuno	BLESSED_RADIANCE	82	Blessed Radiance
jeuno	MIRROR_IMAGES	83	Mirror Images
jeuno	CHAMELEON_CAPERS	84	Chameleon Capers
jeuno	REGAINING_TRUST	85	Regaining Trust
jeuno	STORMS_OF_FATE	86	Storms of Fate
jeuno	MIXED_SIGNALS	87	Mixed Signals
jeuno	SHADOWS_OF_THE_DEPARTED	88	Shadows of the Departed
jeuno	APOCALYPSE_NIGH	89	Apocalypse Nigh
jeuno	LURE_OF_THE_WILDCAT	90	Lure of the Wildcat (Jeuno)
jeuno	THE_ROAD_TO_AHT_URHGAN	91	The Road to Aht Urhgan
jeuno	CHOCOBO_ON_THE_LOOSE	92	Chocobo on the Loose!
jeuno	THE_GOBBIEBAG_PART_VII	93	JNQuest93
jeuno	THE_GOBBIEBAG_PART_VIII	94	JNQuest94
jeuno	LAKESIDE_MINUET	95	JNQuest95
jeuno	THE_UNFINISHED_WALTZ	96	JNQuest96
jeuno	THE_ROAD_TO_DIVADOM	97	JNQuest97
jeuno	A_FURIOUS_FINALE	99	JNQuest99
jeuno	THE_MIRACULOUS_DALE	100	JNQuest
jeuno	CLASH_OF_THE_COMRADES	101	JNQuest
jeuno	UNLOCKING_A_MYTH_WARRIOR	102	JNQuest
jeuno	UNLOCKING_A_MYTH_MONK	103	JNQuest
jeuno	UNLOCKING_A_MYTH_WHITE_MAGE	104	JNQuest
jeuno	UNLOCKING_A_MYTH_BLACK_MAGE	105	JNQuest
jeuno	UNLOCKING_A_MYTH_RED_MAGE	106	JNQuest
jeuno	UNLOCKING_A_MYTH_THIEF	107	JNQuest
jeuno	UNLOCKING_A_MYTH_PALADIN	108	JNQuest
jeuno	UNLOCKING_A_MYTH_DARK_KNIGHT	109	JNQuest
jeuno	UNLOCKING_A_MYTH_BEASTMASTER	110	JNQuest
jeuno	UNLOCKING_A_MYTH_BARD	111	JNQuest
jeuno	UNLOCKING_A_MYTH_RANGER	112	JNQuest
jeuno	UNLOCKING_A_MYTH_SAMURAI	113	JNQuest
jeuno	UNLOCKING_A_MYTH_NINJA	114	JNQuest
jeuno	UNLOCKING_A_MYTH_DRAGOON	115	JNQuest
jeuno	UNLOCKING_A_MYTH_SUMMONER	116	JNQuest
jeuno	UNLOCKING_A_MYTH_BLUE_MAGE	117	JNQuest
jeuno	UNLOCKING_A_MYTH_CORSAIR	118	JNQuest
jeuno	UNLOCKING_A_MYTH_PUPPETMASTER	119	JNQuest
jeuno	UNLOCKING_A_MYTH_DANCER	120	JNQuest
jeuno	UNLOCKING_A_MYTH_SCHOLAR	121	JNQuest
jeuno	THE_GOBBIEBAG_PART_IX	123	JNQuest
jeuno	THE_GOBBIEBAG_PART_X	124	JNQuest
jeuno	IN_DEFIANT_CHALLENGE	128	In Defiant Challenge
jeuno	ATOP_THE_HIGHEST_MOUNTAINS	129	Atop the Highest Mountains
jeuno	WHENCE_BLOWS_THE_WIND	130	Whence Blows the Wind
jeuno	RIDING_ON_THE_CLOUDS	131	Riding on the Clouds
jeuno	SHATTERING_STARS	132	Shattering Stars
otherAreas	RYCHARDE_THE_CHEF	0	Rycharde the Chef
otherAreas	WAY_OF_THE_COOK	1	Way of the Cook
otherAreas	UNENDING_CHASE	2	Unending Chase
otherAreas	HIS_NAME_IS_VALGEIR	3	His Name Is Valgeir
otherAreas	EXPERTISE	4	Expertise
otherAreas	THE_CLUE	5	The Clue
otherAreas	THE_BASICS	6	The Basics
otherAreas	ORLANDOS_ANTIQUES	7	Orlando's Antiques
otherAreas	THE_SAND_CHARM	8	The Sand Charm
otherAreas	A_POTTERS_PREFERENCE	9	A Potter's Preference
otherAreas	THE_OLD_LADY	10	The Old Lady
otherAreas	FISHERMANS_HEART	11	Fisherman's Heart
otherAreas	DONATE_TO_RECYCLING	16	Donate to Recycling
otherAreas	UNDER_THE_SEA	17	Under the Sea
otherAreas	ONLY_THE_BEST	18	Only the Best
otherAreas	AN_EXPLORERS_FOOTSTEPS	19	An Explorer's Footsteps
otherAreas	CARGO	20	Cargo
otherAreas	THE_GIFT	21	The Gift
otherAreas	THE_REAL_GIFT	22	The Real Gift
otherAreas	THE_RESCUE	23	The Rescue
otherAreas	ELDER_MEMORIES	24	Elder Memories
otherAreas	TEST_MY_METTLE	25	Test My Mettle
otherAreas	INSIDE_THE_BELLY	26	Inside the Belly
otherAreas	TRIAL_BY_LIGHTNING	27	Trial by Lightning
otherAreas	TRIAL_SIZE_TRIAL_BY_LIGHTNING	28	Trial-Size Trial by Lightning
otherAreas	ITS_RAINING_MANNEQUINS	29	It's Raining Mannequins
otherAreas	RECYCLING_RODS	30	Recycling Rods
otherAreas	PICTURE_PERFECT	31	Picture Perfect
otherAreas	WAKING_THE_BEAST	32	Waking the Beast
otherAreas	SURVIVAL_OF_THE_WISEST	33	OTクエスト33
otherAreas	MONSTROSITY	34	OTクエスト34
otherAreas	A_HARD_DAYS_KNIGHT	64	A Hard Day's Knight
otherAreas	X_MARKS_THE_SPOT	65	X Marks the Spot
otherAreas	A_BITTER_PAST	66	A Bitter Past
otherAreas	THE_CALL_OF_THE_SEA	67	The Call of the Sea
otherAreas	PARADISE_SALVATION_AND_MAPS	68	Paradise, Salvation, and Maps
otherAreas	GO_GO_GOBMUFFIN	69	Go! Go! Gobmuffin!
otherAreas	THE_BIG_ONE	70	The Big One
otherAreas	FLY_HIGH	71	Fly High
otherAreas	UNFORGIVEN	72	Unforgiven
otherAreas	SECRETS_OF_OVENS_LOST	73	Secrets of Ovens Lost
otherAreas	PETALS_FOR_PARELBRIAUX	74	Petals for Parelbriaux
otherAreas	ELDERLY_PURSUITS	75	Elderly Pursuits
otherAreas	IN_THE_NAME_OF_SCIENCE	76	In the Name of Science
otherAreas	BEHIND_THE_SMILE	77	Behind the Smile
otherAreas	KNOCKING_ON_FORBIDDEN_DOORS	78	Knocking on Forbidden Doors
otherAreas	CONFESSIONS_OF_A_BELLMAKER	79	Confessions of a Bellmaker
otherAreas	IN_SEARCH_OF_THE_TRUTH	80	In Search of the Truth
otherAreas	UNINVITED_GUESTS	81	Uninvited Guests
otherAreas	TANGO_WITH_A_TRACKER	82	Tango with a Tracker
otherAreas	REQUIEM_OF_SIN	83	Requiem of Sin
otherAreas	VW_OP_026_TAVNAZIAN_TERRORS	84	OTクエスト84
otherAreas	VW_OP_004_BIBIKI_BOMBARDMENT	85	OTクエスト85
