log_area	enum_name	result	note
bastok	THE_WEIGHT_OF_YOUR_LIMITS	CONFIRMED	WS quest, unlocks Steel Cyclone
bastok	SHOOT_FIRST_ASK_QUESTIONS_LATER	CONFIRMED	WS quest, unlocks Detonator
bastok	INHERITANCE	CONFIRMED	WS quest, unlocks Ground Strike
bastok	THE_WALLS_OF_YOUR_MIND	CONFIRMED	WS quest, unlocks Asuran Fists
bastok	TRIAL_SIZE_TRIAL_BY_EARTH	CONFIRMED	carries a documented fix for a duplicated scroll reward
bastok	FADED_PROMISES	CONFIRMED	carries a documented fix: fame area is Norg not Bastok, prereq added
bastok	A_QUESTION_OF_FAITH	CONFIRMED	
bastok	TEAK_ME_TO_THE_STARS	CONFIRMED	
bastok	ACHIEVING_TRUE_POWER	CONFIRMED	
bastok	TOO_MANY_CHEFS	CONFIRMED	spans 4 NPCs: Ferghus 946 -> Leonhardt 948 -> Raginmund 112 -> Leonhardt trade 950 -> Ferghus 947 -> Umberto 473; gated on ENABLE_WOTG
bastok	A_DISCERNING_EYE	CONFIRMED	shared module scripts/globals/discerning_eye.lua read in full; carries a documented fix for Passengers shipping as status 2
bastok	ESCORT_FOR_HIRE	CONFIRMED	STILL SIMPLIFIED (flagged in file): Olavia does not path, no route waypoints. Carries documented fixes for a csid collision with Bodaway and unbounded fame
bastok	BRYGID_THE_STYLIST_RETURNS	CONFIRMED	
bastok	CHIPS	CONFIRMED	carries a documented fix: CoP gate was 6-4, wiki says 6-3
bastok	SYNERGISTIC_SUPPORT	CONFIRMED	carries documented csid decode replacing invented 702/703
bastok	OUT_OF_THE_DEPTHS	CONFIRMED	carries a documented title fix
bastok	RETURN_TO_THE_DEPTHS	CONFIRMED	
bastok	THE_WONDROUS_WHATCHAMACALLIT	CONFIRMED	STILL SIMPLIFIED (flagged in file): six Cloister stone spots and the synergy recipe are not wired
bastok	ALL_BY_MYSELF	CONFIRMED	STILL SIMPLIFIED (flagged): Ken does not path, so the 8 position triggers and spot/death failures are not wired
bastok	HYPER_ACTIVE	CONFIRMED	carries the Cermet Door correction (_543 not the named door); lamp selection randomised, retail rule unknown
bastok	THE_NAMING_GAME	CONFIRMED	STILL SIMPLIFIED (flagged): chosen airship name is stored but nothing renders it; restores the retail 3,600 first-clear gil
bastok	FULLY_MENTAL_ALCHEMIST	CONFIRMED	NEEDS PROBE (flagged): which csid 24 option is "wash carefully" is undecoded
bastok	BAIT_AND_SWITCH	CONFIRMED	Chameleon Capers prereq deliberately dropped, fellow line removed on this server; wrong-switch alert NPCs not wired
bastok	A_PROPER_BURIAL	CONFIRMED	STILL SIMPLIFIED (flagged): the two advice branches share one csid chain; Lamepaue replay collision neutralised by entity gating
bastok	TRUST_BASTOK	CONFIRMED	Iron Eater memory conditions are a TODO stub upstream; Volker Heros Combat and Naji chocobo racing conditions absent
bastok	ECO_WARRIOR	CONFIRMED	Bastok variant lives in scripts/zones/Port_Bastok/npcs/Raifa.lua; cross-nation gating via the EcoStatus 101-103 band
bastok	LURE_OF_THE_WILDCAT	CONFIRMED	Bastok variant, 20 NPCs tracked by bit flags, gated on ENABLE_TOAU
bastok	SYNERGUSTIC_PURSUITS	CONFIRMED	enum name is misspelled ("Synergistic" on bg-wiki) but the table and the file agree, so it resolves; grandfathered quest, modern one-step flow
windurst	A_FEATHER_IN_ONES_CAP	CONFIRMED	
windurst	A_CRISIS_IN_THE_MAKING	CONFIRMED	
windurst	MAKING_AMENDS	CONFIRMED	
windurst	MAKING_THE_GRADE	CONFIRMED	
windurst	IN_A_PICKLE	CONFIRMED	carries a documented fix: the random gate was on the offer, not the stone rejection
windurst	WONDERING_MINSTREL	CONFIRMED	csids pinned by content search on the required response line
outlands	A_QUESTION_OF_TASTE	CONFIRMED	
outlands	MAMA_MIA	CONFIRMED	
windurst	HAT_IN_HAND	CONFIRMED	tiered reward by number of NPCs shown the hat
windurst	A_POSE_BY_ANY_OTHER_NAME	CONFIRMED	1 hour timer, failure grants a booby title
windurst	THE_MOONLIT_PATH	CONFIRMED	Fenrir chain, implemented in Leepe-Hoppe.lua
windurst	TUNING_OUT	CONFIRMED	same file, Leepe-Hoppe.lua
windurst	STAR_STRUCK	CONFIRMED	
windurst	BLAST_FROM_THE_PAST	CONFIRMED	
windurst	A_SMUDGE_ON_ONES_RECORD	CONFIRMED	
windurst	CHASING_TALES	CONFIRMED	
windurst	FOOD_FOR_THOUGHT	CONFIRMED	
windurst	OVERNIGHT_DELIVERY	CONFIRMED	in-game-time delivery window enforced
windurst	WATER_WAY_TO_GO	CONFIRMED	
windurst	BLUE_RIBBON_BLUES	CONFIRMED	
windurst	THE_ALL_NEW_C_3000	CONFIRMED	
windurst	THE_POSTMAN_ALWAYS_KOS_TWICE	CONFIRMED	implemented in Windurst_Walls/npcs/Ambrosius.lua, tiered by items traded
windurst	EARLY_BIRD_CATCHES_THE_BOOKWORM	CONFIRMED	
windurst	CATCH_IT_IF_YOU_CAN	CONFIRMED	
windurst	ALL_AT_SEA	CONFIRMED	
windurst	THE_ALL_NEW_C_2000	CONFIRMED	
windurst	MAKING_AMENS	PARTIAL	only the Garlaige Citadel Broken Wand step exists (Mashira.lua); no start or completion NPC found
windurst	ROCK_RACKETEER	CONFIRMED	
windurst	CHOCOBILIOUS	CONFIRMED	
windurst	TEACHERS_PET	CONFIRMED	
windurst	REAP_WHAT_YOU_SOW	CONFIRMED	carries a documented gate: Let Sleeping Dogs Lie takes priority at fame 4+
windurst	GLYPH_HANGER	CONFIRMED	
windurst	THE_FANGED_ONE	CONFIRMED	unlocks RNG
windurst	CURSES_FOILED_AGAIN_1	CONFIRMED	
windurst	CURSES_FOILED_AGAIN_2	CONFIRMED	
windurst	MANDRAGORA_MAD	CONFIRMED	carries a documented repeatable fix
windurst	TO_BEE_OR_NOT_TO_BEE	CONFIRMED	csids decoded, five-stage honey progression
windurst	TRUTH_JUSTICE_AND_THE_ONION_WAY	CONFIRMED	
windurst	SCOOPED	CONFIRMED	
windurst	CREEPY_CRAWLIES	CONFIRMED	
windurst	KNOW_ONES_ONIONS	CONFIRMED	branches on Windurst rank as the late/in-time cutoff, flagged as unverified upstream
windurst	INSPECTORS_GADGET	CONFIRMED	
windurst	ONION_RINGS	CONFIRMED	24 hour Vanadiel timer
windurst	LEGENDARY_PLAN_B	CONFIRMED	
windurst	MAKING_HEADLINES	PARTIAL	only the Inner Horutoto Mahogany Door step read (_5ca.lua); quest spans Umumu, Kyume-Romeh, Yuyuju, Hiwom-Gomoi
windurst	A_GREETING_CARDIAN	PARTIAL	only step three read (Buburimu Five_of_Spades.lua); start is Windurst_Woods Spare_Five.lua
windurst	LET_SLEEPING_DOGS_LIE	CONFIRMED	carries a documented title fix
windurst	CAN_CARDIANS_CRY	CONFIRMED	carries a documented title fix
windurst	HEAVEN_CENT	CONFIRMED	csids decoded; constellation forgery puzzle real; Rusty Key drop still needs a mob_droplist row
windurst	SAY_IT_WITH_FLOWERS	CONFIRMED	
windurst	HOIST_THE_JELLY_ROGER	CONFIRMED	
windurst	SOMETHING_FISHY	CONFIRMED	
windurst	TO_CATCH_A_FALLING_STAR	CONFIRMED	implemented in Port_Windurst/npcs/Sigismund.lua
windurst	PAYING_LIP_SERVICE	CONFIRMED	blocks while Chocobilious is active, per wiki
windurst	THE_AMAZIN_SCORPIO	CONFIRMED	
windurst	TWINSTONE_BONDING	CONFIRMED	
windurst	CURSES_FOILED_A_GOLEM	CONFIRMED	
windurst	ACTING_IN_GOOD_FAITH	CONFIRMED	
windurst	FLOWER_CHILD	CONFIRMED	moghouse exit flag
windurst	THE_THREE_MAGI	CONFIRMED	BLM AF1, Heavens_Tower/npcs/Chumimi.lua plus Xarcabard qm1
windurst	RECOLLECTIONS	CONFIRMED	BLM AF2, Chumimi.lua plus Castle Zvahl Keep ore door
windurst	THE_ROOT_OF_THE_PROBLEM	CONFIRMED	BLM AF3, Chumimi.lua
windurst	THE_TENSHODO_SHOWDOWN	CONFIRMED	THF AF1, includes onSteal handlers on four Quadav
windurst	WONDER_WANDS	PARTIAL	only Port_Windurst Goltata.lua read; start and completion are on Kuroido-Moido
windurst	HITTING_THE_MARQUISATE	CONFIRMED	THF AF3, six Garlaige QMs plus the chandelier
windurst	SIN_HUNTING	CONFIRMED	RNG AF1, Windurst_Woods/npcs/Perih_Vashai.lua
windurst	FIRE_AND_BRIMSTONE	CONFIRMED	RNG AF2, same file
windurst	UNBRIDLED_PASSION	CONFIRMED	RNG AF3, same file; carries a documented title fix
windurst	I_CAN_HEAR_A_RAINBOW	CONFIRMED	SMN unlock, 25 zone weather-light handlers
windurst	CRYING_OVER_ONIONS	CONFIRMED	
windurst	WILD_CARD	CONFIRMED	carries a documented fix: Joker coffer override was on the wrong zone (161 not 169)
windurst	THE_PROMISE	CONFIRMED	
windurst	NOTHING_MATTERS	CONFIRMED	STILL SIMPLIFIED (flagged): Fuepepe step and the six-door quiz absent; fabricated Vile Elixir removed
windurst	TORAIMARAI_TURMOIL	CONFIRMED	
windurst	THE_PUPPET_MASTER	CONFIRMED	SMN AF1
windurst	ECO_WARRIOR	CONFIRMED	Windurst variant, Windurst_Waters/npcs/Lumomo.lua, EcoStatus 201-203 band
windurst	FROM_SAPLINGS_GROW	CONFIRMED	WS quest, unlocks Empyreal Arrow
windurst	ORASTERY_WOES	CONFIRMED	WS quest, unlocks Black Halo
windurst	BLOOD_AND_GLORY	CONFIRMED	WS quest, unlocks Retribution
windurst	ESCORT_FOR_HIRE	CONFIRMED	Windurst variant; carries four documented fixes incl. a Ramblix csid cross-fire and a duplicate 10k bonus
windurst	CLASS_REUNION	PARTIAL	only the Fuepepe hint step read; battlefield lives in scripts/battlefields/Cloister_of_Frost
windurst	CARBUNCLE_DEBACLE	PARTIAL	only the Mhaura Ripapa pendulum step read; battlefield in Cloister_of_Storms
windurst	TUNING_IN	CONFIRMED	
windurst	ONE_GOOD_DEED	CONFIRMED	
windurst	WAKING_DREAMS	CONFIRMED	Diabolos unlock, repeatable with JST lockout
windurst	BABBAN_NY_MHEILLEA	CONFIRMED	csids decoded; carries a documented fix, 990 was the reminder not the completion; rootprint order is fixed not free
windurst	TRUST_WINDURST	CONFIRMED	
windurst	LURE_OF_THE_WILDCAT	PARTIAL	only Port_Windurst Choyi_Totlihpa read; the Windurst variant spans ~20 NPCs by bitmask
sandoria	A_SENTRYS_PERIL	CONFIRMED	
sandoria	WATERS_OF_THE_CHEVAL	CONFIRMED	
sandoria	ROSEL_THE_ARMORER	CONFIRMED	random Pieuje/Trion recipient
sandoria	THE_PICKPOCKET	CONFIRMED	30+ informational NPC lines across three zones
sandoria	FATHER_AND_SON	CONFIRMED	
sandoria	THE_SEAMSTRESS	CONFIRMED	repeatable
sandoria	THE_DISMAYED_CUSTOMER	CONFIRMED	random one of three West Ronfaure QMs
sandoria	THE_TRADER_IN_THE_FOREST	CONFIRMED	
sandoria	THE_SWEETEST_THINGS	CONFIRMED	
sandoria	THE_VICASQUES_SERMON	CONFIRMED	
sandoria	A_SQUIRES_TEST	CONFIRMED	
sandoria	GRAVE_CONCERNS	CONFIRMED	handles the dropped-waterskin recovery path
sandoria	THE_BRUGAIRE_CONSORTIUM	CONFIRMED	three-parcel delivery chain
sandoria	A_SQUIRES_TEST_II	CONFIRMED	30 second dew timer between the two Ordelles QMs
sandoria	TIGERS_TEETH	CONFIRMED	
sandoria	UNDYING_FLAMES	CONFIRMED	
sandoria	A_PURCHASE_OF_ARMS	CONFIRMED	
sandoria	A_KNIGHTS_TEST	CONFIRMED	unlocks PLD
sandoria	THE_MEDICINE_WOMAN	CONFIRMED	
sandoria	BLACK_TIGER_SKINS	CONFIRMED	
sandoria	GROWING_FLOWERS	CONFIRMED	moghouse exit flag
sandoria	TRIAL_BY_ICE	CONFIRMED	Northern_San_dOria/npcs/Gulmama.lua, Shiva unlock
sandoria	THE_GENERALS_SECRET	CONFIRMED	
sandoria	THE_RUMOR	CONFIRMED	carries a documented fameArea fix
sandoria	HER_MAJESTYS_GARDEN	CONFIRMED	
sandoria	INTRODUCTION_TO_TEAMWORK	CONFIRMED	
sandoria	INTERMEDIATE_TEAMWORK	CONFIRMED	
sandoria	ADVANCED_TEAMWORK	CONFIRMED	
sandoria	GRIMY_SIGNPOSTS	CONFIRMED	
sandoria	A_JOB_FOR_THE_CONSORTIUM	CONFIRMED	smuggling check, customs confiscation and airship suspension
sandoria	TROUBLE_AT_THE_SLUICE	CONFIRMED	
sandoria	THE_MERCHANTS_BIDDING	CONFIRMED	
sandoria	BLACKMAIL	CONFIRMED	
sandoria	UNEXPECTED_TREASURE	DEFECT	RULE VIOLATION: header admits "CSIDs below are best-guess from client event dump" and "simplified here for a 4-player private server". Guessed csids and a deliberate simplified flow. Needs a decode and a retail rebuild.
sandoria	FLYERS_FOR_REGINE	PARTIAL	only the shared helper scripts/quests/flyers_for_regine.lua read; the quest driver is elsewhere
sandoria	GATES_TO_PARADISE	PARTIAL	only La_Theine Faurbellant scripture hand-off read
sandoria	TO_CURE_A_COUGH	PARTIAL	only the Davoi qm1 thyme moss step read
sandoria	THE_RIVALRY	CONFIRMED	
sandoria	THE_COMPETITION	CONFIRMED	
sandoria	STARTING_A_FLAME	CONFIRMED	
sandoria	FEAR_OF_THE_DARK	CONFIRMED	
sandoria	WARDING_VAMPIRES	CONFIRMED	
sandoria	SLEEPLESS_NIGHTS	CONFIRMED	
sandoria	LUFETS_LAKE_SALT	CONFIRMED	
sandoria	HEALING_THE_LAND	CONFIRMED	
sandoria	SORCERY_OF_THE_NORTH	CONFIRMED	
sandoria	THE_CRIMSON_TRIAL	CONFIRMED	RDM AF1
sandoria	ENVELOPED_IN_DARKNESS	CONFIRMED	RDM AF2
sandoria	MESSENGER_FROM_BEYOND	CONFIRMED	
sandoria	PRELUDE_OF_BLACK_AND_WHITE	CONFIRMED	
sandoria	PIEUJES_DECISION	CONFIRMED	WHM AF3 start via _6h1
sandoria	SHARPENING_THE_SWORD	CONFIRMED	
sandoria	A_BOYS_DREAM	CONFIRMED	old-style, qm9 Crawlers Nest
sandoria	UNDER_OATH	CONFIRMED	old-style charvar chain
sandoria	THE_HOLY_CREST	CONFIRMED	old-style charvar chain
sandoria	A_CRAFTSMANS_WORK	CONFIRMED	DRG AF1
sandoria	KNIGHT_STALKER	CONFIRMED	DRG AF3
sandoria	ECO_WARRIOR	CONFIRMED	old-style, EcoStatus charvar
sandoria	METHODS_CREATE_MADNESS	CONFIRMED	
sandoria	SOULS_IN_SHADOW	CONFIRMED	
sandoria	A_TASTE_FOR_MEAT	CONFIRMED	
sandoria	EXIT_THE_GAMBLER	CONFIRMED	
sandoria	ESCORT_FOR_HIRE	PARTIAL	STILL SIMPLIFIED header: Cannau does not path, H-8 door switch not modelled
sandoria	A_DISCERNING_EYE	CONFIRMED	delegates to globals/discerning_eye.lua
sandoria	A_TIMELY_VISIT	CONFIRMED	
sandoria	FIT_FOR_A_PRINCE	DEFECT	header admits best-guess csids 578/579 AND simplified single-player flow granting both rings
sandoria	TRIAL_SIZE_TRIAL_BY_ICE	CONFIRMED	
sandoria	SIGNED_IN_BLOOD	CONFIRMED	
sandoria	TEA_WITH_A_TONBERRY	CONFIRMED	
sandoria	SPICE_GALS	CONFIRMED	
sandoria	OVER_THE_HILLS_AND_FAR_AWAY	CONFIRMED	
sandoria	ATELLOUNES_LAMENT	CONFIRMED	
sandoria	THICK_SHELLS	CONFIRMED	
sandoria	FOREST_FOR_THE_TREES	CONFIRMED	flagged: 856 has two selection prompts, may need onEventUpdate
sandoria	TRUST_SANDORIA	CONFIRMED	
sandoria	LURE_OF_THE_WILDCAT	PARTIAL	multi-NPC mask quest; Halver/Rahal bits read
otherAreas	RYCHARDE_THE_CHEF	CONFIRMED	
otherAreas	WAY_OF_THE_COOK	CONFIRMED	
otherAreas	UNENDING_CHASE	CONFIRMED	
otherAreas	HIS_NAME_IS_VALGEIR	CONFIRMED	
otherAreas	EXPERTISE	CONFIRMED	
otherAreas	THE_BASICS	CONFIRMED	
otherAreas	ORLANDOS_ANTIQUES	CONFIRMED	
otherAreas	THE_SAND_CHARM	CONFIRMED	
otherAreas	A_POTTERS_PREFERENCE	CONFIRMED	
otherAreas	THE_OLD_LADY	CONFIRMED	
otherAreas	FISHERMANS_HEART	CONFIRMED	
otherAreas	DONATE_TO_RECYCLING	CONFIRMED	
otherAreas	UNDER_THE_SEA	CONFIRMED	
otherAreas	ONLY_THE_BEST	CONFIRMED	
otherAreas	AN_EXPLORERS_FOOTSTEPS	CONFIRMED	
otherAreas	CARGO	CONFIRMED	
otherAreas	THE_GIFT	CONFIRMED	
otherAreas	THE_REAL_GIFT	CONFIRMED	
otherAreas	THE_RESCUE	CONFIRMED	
otherAreas	ELDER_MEMORIES	CONFIRMED	
otherAreas	TEST_MY_METTLE	CONFIRMED	
otherAreas	INSIDE_THE_BELLY	CONFIRMED	
otherAreas	TRIAL_BY_LIGHTNING	CONFIRMED	
otherAreas	ITS_RAINING_MANNEQUINS	CONFIRMED	
otherAreas	RECYCLING_RODS	CONFIRMED	
otherAreas	WAKING_THE_BEAST	CONFIRMED	
otherAreas	SURVIVAL_OF_THE_WISEST	DEFECT	header admits simplified: Gunther/Crimson Grimoire BCNM abstracted away, plain testimony trade completes SCH genkai 5
otherAreas	MONSTROSITY	CONFIRMED	
otherAreas	A_HARD_DAYS_KNIGHT	CONFIRMED	
otherAreas	X_MARKS_THE_SPOT	CONFIRMED	
otherAreas	A_BITTER_PAST	CONFIRMED	
otherAreas	THE_CALL_OF_THE_SEA	CONFIRMED	
otherAreas	PARADISE_SALVATION_AND_MAPS	CONFIRMED	
otherAreas	GO_GO_GOBMUFFIN	CONFIRMED	
otherAreas	THE_BIG_ONE	DEFECT	header admits simplified: retail escort + 3 Flesh NMs replaced by zone-in-and-return
otherAreas	FLY_HIGH	CONFIRMED	
otherAreas	UNFORGIVEN	CONFIRMED	
otherAreas	SECRETS_OF_OVENS_LOST	CONFIRMED	header comment on line 2 reads "Spice Gals"
otherAreas	PETALS_FOR_PARELBRIAUX	CONFIRMED	
otherAreas	ELDERLY_PURSUITS	CONFIRMED	
otherAreas	IN_THE_NAME_OF_SCIENCE	PARTIAL	only Meret.lua post-quest trade shop read
otherAreas	KNOCKING_ON_FORBIDDEN_DOORS	CONFIRMED	
otherAreas	CONFESSIONS_OF_A_BELLMAKER	CONFIRMED	
otherAreas	IN_SEARCH_OF_THE_TRUTH	CONFIRMED	
otherAreas	UNINVITED_GUESTS	CONFIRMED	
otherAreas	TANGO_WITH_A_TRACKER	CONFIRMED	
otherAreas	REQUIEM_OF_SIN	CONFIRMED	
otherAreas	VW_OP_026_TAVNAZIAN_TERRORS	CONFIRMED	
otherAreas	VW_OP_004_BIBIKI_BOMBARDMENT	CONFIRMED	
otherAreas	BOMBS_AWAY	CONFIRMED	
otherAreas	MITHRAN_DELICACIES	CONFIRMED	
otherAreas	GIVE_A_MOOGLE_A_BREAK	CONFIRMED	
otherAreas	THE_MOOGLE_PICNIC	CONFIRMED	
otherAreas	MOOGLES_IN_THE_WILD	CONFIRMED	
otherAreas	MISSIONARY_MOBLIN	CONFIRMED	
otherAreas	FOR_THE_BIRDS	CONFIRMED	
otherAreas	BETTER_THE_DEMON_YOU_KNOW	CONFIRMED	
otherAreas	AN_UNDERSTANDING_OVERLORD	CONFIRMED	
otherAreas	AN_AFFABLE_ADAMANTKING	CONFIRMED	
otherAreas	A_MORAL_MANIFEST	CONFIRMED	old-style, declared in Altar_Room/Zone.lua
windurst	MIHGOS_AMIGO	CONFIRMED	
windurst	IN_A_STEW	CONFIRMED	
windurst	AS_THICK_AS_THIEVES	CONFIRMED	THF AF2
windurst	A_DISCERNING_EYE	CONFIRMED	
sandoria	LIZARD_SKINS	CONFIRMED	
sandoria	DISTANT_LOYALTIES	CONFIRMED	
sandoria	OLD_WOUNDS	CONFIRMED	
otherAreas	THE_CLUE	CONFIRMED	
otherAreas	TRIAL_SIZE_TRIAL_BY_LIGHTNING	CONFIRMED	
otherAreas	BEHIND_THE_SMILE	CONFIRMED	
otherAreas	A_GENEROUS_GENERAL	CONFIRMED	
otherAreas	FULL_FIELDS	CONFIRMED	
otherAreas	GREEN_GROVES	CONFIRMED	
otherAreas	MINING_MISSIVE	CONFIRMED	
otherAreas	POND_PROBING	CONFIRMED	
otherAreas	COASTAL_CHAOS	CONFIRMED	2006 taken by position in verified 2002-2008 series
otherAreas	SEED_SOWING	CONFIRMED	
otherAreas	FLOTSAM_FINDING	CONFIRMED	2008 taken by position in verified series
otherAreas	COURTESY_CRUSTACEAN	CONFIRMED	
otherAreas	TRINKET_FOR_THE_TYRANT	CONFIRMED	
otherAreas	HYPNOTIC_HOSPITALITY	CONFIRMED	2032 taken by position
jeuno	CREST_OF_DAVOI	CONFIRMED	
jeuno	SAVE_MY_SISTER	CONFIRMED	
jeuno	A_CLOCK_MOST_DELICATE	CONFIRMED	
jeuno	SAVE_THE_CLOCK_TOWER	CONFIRMED	
jeuno	CHOCOBOS_WOUNDS	CONFIRMED	
jeuno	SAVE_MY_SON	CONFIRMED	
jeuno	A_CANDLELIGHT_VIGIL	CONFIRMED	
jeuno	COOKS_PRIDE	CONFIRMED	old-style, Naruru.lua
jeuno	YOUR_CRYSTAL_BALL	CONFIRMED	
jeuno	COLLECT_TARUT_CARDS	CONFIRMED	
jeuno	THE_OLD_MONUMENT	CONFIRMED	
jeuno	A_MINSTREL_IN_DESPAIR	CONFIRMED	
jeuno	RUBBISH_DAY	CONFIRMED	
jeuno	NEVER_TO_RETURN	CONFIRMED	
jeuno	COMMUNITY_SERVICE	CONFIRMED	
jeuno	TENSHODO_MEMBERSHIP	CONFIRMED	
jeuno	THE_LOST_CARDIAN	CONFIRMED	old-style, Monberaux.lua
jeuno	PATH_OF_THE_BEASTMASTER	CONFIRMED	
jeuno	PATH_OF_THE_BARD	CONFIRMED	
jeuno	THE_CLOCKMASTER	CONFIRMED	
jeuno	CANDLE_MAKING	CONFIRMED	
jeuno	CHILDS_PLAY	CONFIRMED	
jeuno	NORTHWARD	CONFIRMED	
jeuno	THE_ANTIQUE_COLLECTOR	CONFIRMED	
jeuno	DEAL_WITH_TENSHODO	CONFIRMED	
jeuno	THE_GOBBIEBAG_PART_I	CONFIRMED	
jeuno	THE_GOBBIEBAG_PART_II	CONFIRMED	
jeuno	THE_GOBBIEBAG_PART_III	CONFIRMED	
jeuno	THE_GOBBIEBAG_PART_IV	CONFIRMED	
jeuno	MYSTERIES_OF_BEADEAUX_I	CONFIRMED	
jeuno	MYSTERIES_OF_BEADEAUX_II	CONFIRMED	
jeuno	FISTFUL_OF_FURY	CONFIRMED	
jeuno	THE_GOBLIN_TAILOR	CONFIRMED	
jeuno	PRETTY_LITTLE_THINGS	CONFIRMED	
jeuno	BORGHERTZS_WARRING_HANDS	CONFIRMED	
jeuno	BORGHERTZS_STRIKING_HANDS	CONFIRMED	
jeuno	BORGHERTZS_HEALING_HANDS	CONFIRMED	
jeuno	BORGHERTZS_SORCEROUS_HANDS	CONFIRMED	
jeuno	BORGHERTZS_VERMILLION_HANDS	CONFIRMED	
jeuno	BORGHERTZS_SNEAKY_HANDS	CONFIRMED	
jeuno	BORGHERTZS_STALWART_HANDS	CONFIRMED	
jeuno	BORGHERTZS_SHADOWY_HANDS	CONFIRMED	
jeuno	BORGHERTZS_WILD_HANDS	CONFIRMED	
jeuno	BORGHERTZS_HARMONIOUS_HANDS	CONFIRMED	
jeuno	BORGHERTZS_CHASING_HANDS	CONFIRMED	
jeuno	BORGHERTZS_LOYAL_HANDS	CONFIRMED	
jeuno	BORGHERTZS_LURKING_HANDS	CONFIRMED	
jeuno	BORGHERTZS_DRAGON_HANDS	CONFIRMED	
jeuno	BORGHERTZS_CALLING_HANDS	CONFIRMED	
jeuno	AXE_THE_COMPETITION	CONFIRMED	
jeuno	WINGS_OF_GOLD	CONFIRMED	
jeuno	SCATTERED_INTO_SHADOW	CONFIRMED	
